method,training_profile,training_seed,test_seed,task_stream_fingerprint,source_json,task_count,queue_auc_total_task_s,peak_queue_episode,peak_active_episode,queue_recovery_time_s,outstanding_recovery_time_s,normal_queue_auc_task_s,normal_peak_queue,normal_peak_active,normal_duration_s,dense_queue_auc_task_s,dense_peak_queue,dense_peak_active,dense_duration_s,burst_queue_auc_task_s,burst_peak_queue,burst_peak_active,burst_duration_s,recovery_queue_auc_task_s,recovery_peak_queue,recovery_peak_active,recovery_duration_s
PPO,DENSE,9,56000055,bce23c517db77b441d76f5fb56682f4c6bb978dddc18a4dcdb9ff197bd893784,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9821.858588290594,25,3,687.2946359462444,755.4056612444438,0.0,1,1,1728.1490261862705,941.1422249826026,6,3,371.5000130050016,2637.0461534080737,25,3,123.39574349982195,6243.670209899918,23,3,1754.7471867124377
PPO,DENSE,9,56000056,d5bcf09570fd8c56ae2446c784ade378710511128cc22e40fe0c3e2d3d53eea9,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10227.523428363982,22,3,738.3116171445254,822.6473837614844,0.0,1,1,1779.9091255839817,607.9650355880406,4,3,392.9433252888484,2383.3844252099593,22,3,129.10724610584793,7236.173967565983,21,3,1716.3643768063807
PPO,DENSE,9,56000057,ada1bab4be62689b33282794c7d9dd557f30d6bda70a1e3c03c6d1ca7a19daaf,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9710.782388407573,22,4,552.2623609031812,622.3360779033928,0.0,0,1,1771.9437208779464,900.7499876098482,6,2,360.4064683270153,2410.7671970484475,22,3,126.653501608846,6399.265203749277,21,4,1747.192785502244
PPO,DENSE,9,56000058,e78c74c3bbe81952961f4f9e0506f25681475e597d5601250945937d843c7a9f,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8791.07153878002,20,3,613.0849944529341,697.5202489792146,0.0,0,1,1761.5508875961796,1247.9490630044834,6,3,375.37692859095114,2157.0861111066097,20,3,130.1106735372873,5386.036364668926,19,3,1724.74406099024
PPO,DENSE,9,56000059,dfc343dce2c5034efbc22a9f8185e06f1f96f57d7a060d807cf046ce070865fe,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,11438.947346604054,21,3,695.9861466262028,776.5318003222801,0.0,0,2,1724.5003027529024,1078.1032339807743,5,3,395.38108857700445,2247.250254866008,21,3,127.795316448226,8113.593857757272,21,3,1740.8300313055179
PPO,DENSE,9,56000060,f7be5f5dbfea0bc75ebf23a954e7516ff495400bac2076f288a32ffefe75fe4d,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8379.881407636007,21,3,627.3373640891441,709.7411625273867,0.0,0,1,1775.1170649005344,552.0007364668716,4,3,391.6916788456042,2197.4784556469735,21,3,128.0606696460677,5630.402215522162,20,3,1766.9968923766373
PPO,DENSE,9,56000061,df974af5c2bf56df5ed04832f0fe1789d155f137020ecc9b90457b54fbf62350,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9024.785016012353,23,4,691.8570819924944,769.3177212845303,0.0,0,2,1742.7428942309432,1186.0152460968502,6,3,384.0731009010876,2528.850787633957,23,2,129.54388872079426,5309.918982281545,21,4,1730.8496221488845
PPO,DENSE,9,56000062,02e8a1bf4bab83a0f6ec0144f20b5a4e71d0e9ef91b07f1bf5f5fdd2a5f3a312,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,7310.881578312376,20,4,427.55766762226494,502.2923248724519,0.0,0,2,1703.2662339695237,876.7970930912891,5,3,378.06548233919307,2124.108802682468,20,4,129.57025988230362,4309.975682538619,19,4,1728.5326797313
PPO,DENSE,9,56000063,bd95c6db57c7561ec99285517ea84da1ff6cd1d68ce593aabbe3f1900ec7ef19,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9868.943456028881,23,3,542.4970107800641,629.4569984243408,0.0,0,2,1715.458784317505,986.4806021002289,5,3,399.6909971276773,2490.2093985378833,23,2,127.08480815157009,6392.253455390768,22,3,1672.6825623957143
PPO,DENSE,9,56000064,4693657ff307eb0012b62db58aab811704477b531c2e1c9dd89ab8703c1555b5,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8082.955310549985,19,3,583.291593652787,656.4963606441411,0.0,0,2,1777.352057297736,931.143140139133,5,3,384.4046002954617,2103.5574828235417,19,3,132.6424569112828,5048.25468758731,18,3,1704.6639783788496
PPO,DENSE,9,56000065,3a8b7459af79fc08eb5a92a96d291be0ca6183c6669b86c6c2d98b2061670c2a,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10579.756983163037,22,3,697.9351375170995,782.3934879152339,1.1610838419392167,1,2,1685.128906717835,813.0218608035275,5,3,376.96359385045434,2376.2111407569455,22,2,125.78143363376466,7389.362897760625,22,3,1758.4329653812351
PPO,DENSE,9,56000066,6ba4f8682750d37f9b55c4c3f6619b5d435aae8a1b45fdac114944de4883ed14,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,6970.614664226529,21,4,585.7880894223949,665.2565063012216,0.0,0,2,1741.2504061239056,633.9846552059612,4,3,365.16535990164857,2149.2546114746187,21,3,124.30252733493035,4187.375397545949,19,4,1742.5911489901555
PPO,DENSE,9,56000067,1f8981e8a3e108945fa33c3a5a1d1254c7e2022788e268f5a7b17426d7c6df12,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,12044.588239914203,23,3,779.6686480796461,797.0485654974805,0.0,1,1,1707.4580363554965,889.5795066557152,5,3,392.119891794207,2413.3054262876685,23,3,128.8669615381982,8741.70330697082,22,3,1787.3005277957855
PPO,DENSE,9,56000068,fb05f460e2857d9332615212302f01084ec35f0219e4e845765889b70d54a3cb,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10573.187016278112,19,3,900.2405696218525,977.462349703967,0.0,0,1,1692.265027414008,1144.7173029319433,7,3,369.72846373444304,2058.942658169731,19,3,126.83354984483867,7369.527055176439,18,3,1666.0459577581564
PPO,DENSE,9,56000069,05c6c13cf0583ce121723f383e841c1bd5527a6978c487cd70fd8f1e12f414cf,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9457.187863222927,19,4,658.5170341251869,738.2816693535119,0.0,1,1,1753.2791099281442,1176.8916199908197,6,3,394.44496364753536,2113.229505637063,19,4,130.9125059373864,6167.066737595045,18,3,1718.6865035965793
PPO,DENSE,9,56000070,913ecf986840233a0b32b86456a4549ac87bb3bcd70ea72d471d9ff87e01d710,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8405.447521033333,22,3,627.8699538059309,702.0376869797324,0.0,0,1,1700.550411203759,908.06547993301,6,3,373.2777178368558,2418.6644136490936,22,3,130.46758438196048,5078.71762745123,21,3,1738.216906839406
PPO,DENSE,9,56000071,089b6d0bc7770d9e92764e2806b92da083a2667a1e5a65eb1aa1866c9215d470,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9721.123622347797,22,4,677.5720991051876,761.8794083449993,0.0,0,1,1737.8427274208957,650.4713272305748,6,3,367.0004203422832,2379.8024367073767,22,2,124.58473892524762,6690.849858409846,21,4,1802.2604690320563
PPO,DENSE,9,56000072,1639eb611259505bafc1ea94192556c0e95bf6f35598f95fc2f508e63560d427,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9862.181012781446,23,3,576.9398179153541,659.4736537019476,0.0,0,1,1737.8833323918977,511.3772468400475,4,3,393.4296739616377,2458.5883996510065,23,3,125.77813364231679,6892.215366290392,22,3,1732.7633322247566
PPO,DENSE,9,56000073,d4df5df5347603e149245ad780e3158fbef6975cc678197003f84d0914728933,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8552.703556185112,22,3,657.7085236361072,675.0884410539416,0.0,1,1,1737.5384102504743,833.6492559806959,4,3,383.4417375780174,2238.960368512326,22,2,125.81970283733563,5480.09393169209,19,3,1752.0159243954936
PPO,DENSE,9,56000074,939a7b32872bd4d44b5116d5018f126db1abed5400b6f104622252f9ea498485,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10328.991897685251,24,3,501.0653945900717,584.913217725742,0.0,1,1,1736.9995817316933,1071.342613077,5,2,381.1715930438934,2534.8649810493243,24,2,125.80944404310594,6722.784303558927,22,3,1810.899276428825
PPO,DENSE,9,56000075,0414279fb384ccb12b889e54b3f1f6c85e30ce260d65481c26ef30b42ea60dc1,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,7618.303334290994,21,3,625.9320178423918,694.0430431405912,0.0,0,2,1734.7132354196353,765.9687323518835,4,3,385.9764574200483,2174.007730877655,21,3,124.03470684330568,4678.326871061456,19,3,1757.8127070297141
PPO,DENSE,9,56000076,24b0d53a24dc646e4b48d7aa9d4412ffd3cf18d4e242aefc14587a6bbbfbad0f,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,11491.538698495144,23,3,786.4275771187913,865.8259761341237,0.0,1,1,1755.6660299821106,1333.9786222133166,7,3,367.0603715036932,2503.8102579421716,23,3,128.0544673613681,7653.749818339655,22,3,1771.8768215228106
PPO,DENSE,9,56000077,5beec48d8f9ce6c586b65fd9b80c48a37a5d1a7e3159dff67642713ed84ab0d8,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8924.148455232567,22,4,693.7817178441455,774.6570116768798,0.0,0,2,1735.3381606242335,588.7728225720803,4,3,383.7528328303058,2293.7928591898867,22,3,124.25654502622956,6041.582773470601,21,4,1733.825603219028
PPO,DENSE,9,56000078,07a58bbcd4ffc55f2bcd488ecfb443d5133e1dd83eb404b79796a2a5cdafcb53,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8876.31699638828,21,4,657.1889216502714,738.7834536989676,0.0,0,1,1768.9698077872463,856.4123496612599,4,4,379.93253296328385,2221.550363925948,21,3,130.68708419629456,5798.35428280107,20,3,1724.887729859006
PPO,DENSE,9,56000079,51a428251655a91a4378a22dde3a34c1f6bf8927c06cfb45ed60afdca7de56c4,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,11605.594036508728,25,3,702.1410845283831,787.0494539118963,0.0,1,1,1711.6027097841538,1288.4971796745358,8,3,358.35724011760794,2754.0018087779226,25,2,128.54158034336206,7563.09504805627,24,3,1714.9966920691286
PPO,DENSE,9,56000080,75e9302ca4fed7e3bbcc88590414117469aed6d383fefe3586b61891d33915a9,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,6567.46150060263,18,3,593.0896944810015,664.9924191878085,0.0,0,2,1731.6038339570327,725.2432958160182,4,3,375.91793933318195,1877.7720388929097,18,3,129.42167327016432,3964.4461658937016,17,3,1727.9367310441253
PPO,DENSE,9,56000081,947b283a681b0a223efebadee9e758902dadd366d6dedf2a465f737ee2e595c0,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,12317.33885746937,23,4,875.235186956374,957.6097023920988,0.0,0,2,1728.5596382477077,1052.3775703890956,5,3,383.64099772229906,2530.6368999366773,23,2,128.89301051890334,8734.324387143599,22,4,1773.5761573333402
PPO,DENSE,9,56000082,225445bce5ee7b92634f678264a49c9be1242a6ee068819d98676219aec246f0,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9246.77906236076,22,4,671.0189316560086,690.9513356611142,0.0,0,1,1725.824021610812,849.7196353630065,6,3,378.9041053715732,2354.4387325854204,22,3,125.05883775211805,6042.620694412333,21,4,1839.8119937024353
PPO,DENSE,9,56000083,679bf1199054e5e618db087359843bd59792df92ab755c0a9f0e5c7a83d1bc9e,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9084.69002281491,25,3,509.86112853545865,593.0239411686275,0.0,0,1,1712.4328337002025,698.5468458546436,6,3,388.50129781736223,2608.51821268934,25,2,127.94082456246497,5777.624964270926,22,3,1744.795745194098
PPO,DENSE,9,56000084,90857c329d8bd1841de1dd09af849bd354f7bb1ed9e2d444ec51fe2a52ea08c0,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9160.764024141676,23,3,671.1053226619752,691.0377266670807,1.3599069837666775,1,2,1705.5476990430425,748.5369618967252,5,2,374.0896980394414,2432.5721324064684,23,2,128.22815753289888,5978.295022854716,22,3,1777.4329287946543
PPO,DENSE,9,56000085,80d23cbe03a0503e0b6994f9bf1990d1eb18f786843fe43ad9f868b7aa3784f7,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8496.627228553163,23,3,608.424951073885,685.1831739971435,0.0,1,1,1702.725052325494,1016.4230187020423,5,3,364.5240835936386,2453.5675074314227,23,2,127.79097127326531,5026.636702419698,21,3,1776.0646795270764
PPO,DENSE,9,56000086,3cbe28d6e91ab7a8f550442b7d390b07cd21daeafda2265ccd15f21a5b79024b,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8859.871916580156,22,3,607.2731847133709,686.2430021139025,0.0,0,1,1706.2170362556235,788.4772614242825,6,3,385.86589728353783,2372.476878479934,22,2,124.26520383847401,5698.9177766759385,21,3,1777.7786135342776
PPO,DENSE,9,56000087,d35500f891424adeb3e0f8c28cfe9a52d3561721b23056fd9a7ae2a2c7635a5f,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8808.867760142793,20,4,484.6473192847602,564.5086721259254,0.0,0,2,1719.3341672821766,856.6257924024526,6,3,391.6955781363722,2255.127731488734,20,3,131.05174256284226,5697.1142362516075,19,4,1729.5751928904187
PPO,DENSE,9,56000088,4e9884eb5b047e4c625b1b73ada31091e0f49b694b54d4f9457d4fd93c3bd29c,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10844.545838464966,22,3,858.3845548191466,941.1007581461645,0.0,0,1,1764.1286952773255,913.2434016226628,6,3,384.54884808224483,2333.897069885061,22,3,127.35076200996218,7597.405366957243,21,3,1788.8844266125734
PPO,DENSE,9,56000089,9bf119be182435634d1ce6ddc34df64ffdf6e885098da4011ae89e595ccb4767,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,11432.255870164787,22,4,783.2821888100898,863.1341804985254,0.0,0,1,1784.7436072030753,716.7156482733981,7,3,408.512955859391,2527.9653414452914,22,2,130.77514925802006,8187.574880446097,22,4,1709.8705773452757
PPO,DENSE,9,56000090,b10dfe3aa693b8246df16edb5a3552168a46ca8d32587ce948ae35fcf0832be5,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9024.464842400637,23,3,505.8278228615168,588.1275433877495,0.0,1,1,1708.559954676555,937.9080131735063,4,2,384.0049829765628,2350.1039807760035,23,2,125.71147563810291,5736.452848451127,21,3,1783.716678380285
PPO,DENSE,9,56000091,3db491e07fdd896ec385ce4edf80bbbf7355f25ce60057177ca3ca63ff422006,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10085.995937638509,23,3,551.5873965466935,623.9823454902225,0.0,0,1,1746.7178346820112,1303.2560174512128,7,3,385.7906141917331,2504.988598788088,23,3,128.4782538787572,6277.751321399208,22,3,1726.6167918120054
PPO,DENSE,9,56000092,b3c99c3716cd9968ba1b5eedd5018839a65cfbbeaa4bddc6824988c6283bebcb,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,11070.077855758947,19,4,1015.9835015439253,1098.8975792224196,0.0,0,1,1667.2671018926785,577.8554318344252,4,3,371.5829108110879,2047.2290674847677,19,4,128.62649094319795,8444.993356439754,19,3,1759.1768089312654
PPO,DENSE,9,56000093,a8736fd90e1e277c9517ad6beffa32dff47c14c451def9ea8844fd52c26ebd53,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,7182.34514175231,21,4,480.86117311781436,559.1511763776189,0.0,1,1,1766.565821938366,886.060700306213,5,3,379.33400960336235,2233.67257911054,21,2,127.31358267143378,4062.6118623355574,20,4,1807.971341077095
PPO,DENSE,9,56000094,129a4d5af3584149537d090d20606f0b3328c2a6cef1951ea66443afebb5299c,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9695.36002244819,23,4,583.5095574722209,664.1841898125654,0.0,0,1,1725.558171782263,855.6333948055187,5,3,382.84423886497825,2443.604481806083,23,2,126.8893717931146,6396.122145836589,21,4,1756.97593615374
PPO,DENSE,9,56000095,74aba6f6f498dcfaaadd3bac67cb76fc326580601fbce1ccd1d789ecde15a1c3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,6012.301565073736,17,4,482.61790947469353,556.899580258787,0.0,0,2,1726.8651760444698,764.6493611339242,4,3,370.46229819788937,1755.9604632168225,17,3,127.93156335476078,3491.69174072299,16,4,1667.0917978196821
PPO,DENSE,9,56000096,25de46d7d9ab3bd847bbe7cfdf0a02e3e1230d3b97d85e054090c677f4f879ee,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10023.851787337175,18,4,903.3719149808894,980.2640896936023,0.0,0,1,1707.7351630526348,842.8023129262981,5,3,393.67680193241836,1969.1130105274942,18,4,130.24434614277607,7211.936463883382,18,3,1793.7261030928416
PPO,DENSE,9,56000097,87a051a39e90fc0a91b69503161b729e1f1ea1e7c6717665a6029bbbce0d1244,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,10029.875017874243,22,4,633.5706366780855,718.9365728113125,0.0,0,1,1722.8006538074776,723.0808289949837,5,3,381.57606233973297,2356.2726613161853,22,3,129.3555676182359,6950.521527563074,21,4,1768.0793477912698
PPO,DENSE,9,56000098,7d05b751393e11996d1d04b53a47762e6830ae22c4356c4f2f25c9f2a688e7ae,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,9578.77954617362,21,3,786.3293924658101,867.4895255109054,0.0,1,1,1733.0573223556464,1244.0012840898196,5,2,401.1819604124955,2172.120985954407,21,3,128.76294513413768,6162.657276129394,19,3,1768.9587452251153
PPO,DENSE,9,56000099,37d72747ecf05764b5030e9570b5b954d8d642aa5936d79d9da771598e3af56a,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_09.json,80,8500.949802056106,20,4,836.7200128207064,922.7020451609237,1.005663517921903,1,1,1714.392109719827,879.0945816591609,6,3,373.0693047098241,2126.142871774658,20,2,123.77316037299715,5494.7066851043655,19,4,1727.9128231532054
PPO,DENSE,10,56000000,fc9ab9d8937299010090cd6f991a8338e724453aba100c299c38f12f3fb29cf6,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9629.383890424233,21,3,593.8166464968026,667.9614625259501,0.0,0,2,1755.3061341108462,843.3028199747864,5,3,394.5699804599401,2266.3468425079545,21,3,128.0272588633402,6519.7342279414925,20,3,1729.2825415447232
PPO,DENSE,10,56000001,15670d4ef40dd4a64c46cc4f078b220fe9b5cb49906ad8a04cc10121137f761d,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9260.764070198718,22,4,619.8196362682434,698.9635311730758,0.0,0,2,1719.9710624224285,679.0546323001504,4,3,354.7823907524257,2247.918522546807,22,3,127.78717802388246,6333.790915351762,19,4,1710.2523886473396
PPO,DENSE,10,56000002,b1a9e4955278bb47f5ecee3194d23f47b4af58290bdcc8e7f38df13a27adb187,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,10804.270362431651,22,3,737.5808975126688,762.7083064317821,0.0,1,1,1759.105110553698,1250.9046226223,6,3,397.70456833552134,2345.978569552391,22,3,127.74493648027328,7207.3871702569595,20,3,1764.7745718463857
PPO,DENSE,10,56000003,d284c08e5442e6dc3d92d12e788d3ee6bfb5cc1c333afa778f9875e88457485f,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,11734.225345754121,22,4,717.04020579912,794.5584907769676,0.0,0,1,1746.1216913949695,757.5255592895919,5,2,387.1021477672241,2216.880170924512,22,4,127.97519308373103,8759.819615540016,20,3,1734.9835133979127
PPO,DENSE,10,56000004,43f4fb5cdb9b6d8523ac32f22105f510c96302bad6dd11e915499dbeed5b3629,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,7781.372837599495,20,3,527.0823097441794,544.4622271620137,0.0,0,1,1665.2591602560096,641.0502308960506,4,3,369.9897646248155,2081.6289599567517,20,3,125.61074996541356,5058.693646746693,19,3,1769.3724211223516
PPO,DENSE,10,56000005,d49ab3d7a28131b2ebe3af57f64a2a31d443e2df79c85c2aacc76deb6f94f2dd,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,10540.233838341263,19,4,725.7672314487481,800.1744876672788,0.0,0,1,1720.9002191906343,994.3455698569478,6,3,370.32661994325645,2144.2059540382284,19,3,131.41940994788274,7401.682314446087,19,4,1722.8345008934211
PPO,DENSE,10,56000006,d3182ede31bafbd9227f086c2de27d748a0190e1eb40af6f6421184c901cc1ab,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,10764.952310908424,21,3,697.4632287685527,779.9320555040272,0.22955452146175048,1,1,1730.1321125418701,851.3347723520021,5,3,384.3369918976384,2258.4799199600234,21,2,128.0810229988715,7654.908064074936,20,3,1707.4299688445576
PPO,DENSE,10,56000007,ce100faef1f8c98f8434ae32d7b318e5a3e530ab72650f029ce1784c12c215ca,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,11988.984196582089,23,4,931.2676364427575,1005.7440607070989,0.0,1,1,1705.778403038418,1201.848071085165,6,3,385.71967670653,2546.4641149022714,23,2,130.38035068241516,8240.672010594653,22,4,1757.5327634256064
PPO,DENSE,10,56000008,61f2a71d6988c09a630aec79ce1fea629b62a20d0a8c5a9098ae344cf69bf0a3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9375.910834272992,19,4,706.4069943170953,786.8335134687977,0.0,0,1,1709.9552639760652,732.3769525980138,4,3,390.21672867630673,2014.5906326475315,19,4,130.06982712755052,6628.943249027447,17,4,1679.394149763477
PPO,DENSE,10,56000009,cb15f10e436889ba6747bef32762877f9420ddedb6ef28d78072a4e26a7ae4cb,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,7969.6984821091955,20,4,664.7968057492253,746.244114736277,0.0,0,1,1722.369583182187,658.7202797622417,5,3,381.48738751045767,2047.9710404515554,20,4,123.6504511415701,5263.007161895399,19,3,1770.5624271534762
PPO,DENSE,10,56000010,34376094f1cbbedde1010acf0512b8c8e9012d31387604af14b90616249fd843,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9790.528893950393,23,3,611.6178521963502,688.5044103540135,0.0,1,1,1751.8372135070056,1118.1186605291489,5,3,379.05403667883024,2394.514128545981,23,2,127.43404859534303,6277.896104875264,21,3,1674.8886247842788
PPO,DENSE,10,56000011,b6b4940e835ad35374a2309a4a551f7fc06dcc854726e8aa3b089fe1ce6594c3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,14240.21069808907,24,4,887.5310607482179,969.9062781553189,0.0,0,2,1700.3694985129537,1334.4654237845953,8,4,366.96465880603773,2675.915715151387,24,4,124.0077415726214,10229.829559153088,24,3,1779.4847178619725
PPO,DENSE,10,56000012,7db735d0f4d45769c0d75379ae0e7b731eeb4a43bbfee10a645bc6666b251f42,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9541.647364941642,22,4,484.4138948533782,571.6427558674,0.0,1,1,1704.2851916800557,781.9647903936179,5,3,382.73564988600606,2468.49410992453,22,2,127.9319261311598,6291.188464623494,21,4,1811.2754721714164
PPO,DENSE,10,56000013,70b5b7bb54d244c31da9b3009abe189529582e4c168211227f0107f1ec9989f6,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,12404.745351835782,23,4,946.9015298087916,1027.3297791829636,0.0,0,1,1720.597970684797,933.5247212767088,6,2,384.9337820530909,2468.4759357991493,23,3,123.42826488645869,9002.744694759924,23,4,1766.7935882770007
PPO,DENSE,10,56000014,c7a7f326dc1a0202a62b7d2035a22d580d5a8929c6203c21e0a461f4a6baefc0,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9297.010930727454,23,4,500.86717651419167,577.87908220078,0.0,1,1,1761.2041407554595,912.4218616554015,5,3,388.77407614583194,2576.275331418478,23,2,135.75118676939928,5808.313737653574,21,4,1706.975723473813
PPO,DENSE,10,56000015,221b884a507cf2bf1ee748c6e05560be40249f9d002f0744bc3dcb0e6f024447,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,9692.342842923103,21,4,621.8189887440908,702.6236273877489,0.0,0,2,1782.2255247240746,937.2475721461687,5,3,384.67491123111586,2277.5719340656988,21,3,127.24940027191042,6477.523336711234,20,4,1740.9978779782164
PPO,DENSE,10,56000016,bee10adc3c35de506cde6d0483e08d8a4ce34c36f287951fa3a33ffaaa7df211,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/dense/seed_10.json,80,7485.292233960128,19,4,492.14641585876143,570.7402446790074,0.0,1,1,1768.9850278185536,810.7850722541907,4,3,364.35470017029365,2046.8474221386127,19,4,128.33042873299246,4627.659739567325,18,4,1753.3477206427865
